name,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,alignment,good,lawful,race,spells,weapons
30f46e,Knight,2018-08-16T21:54:21Z,Fighter 4|Mystic 1,Fighter|Mystic,Battle Master|Order of the Immortal,5,Polearm Master|Sentinel,53,15,16,9,16,13,9,10,Athletics|Arcana|Perception|Intimidation|Persuasion,,N/A,N/A,Human,,Glaive|Greatsword|Handaxe
d2ab56,City Watch,2018-08-01T17:23:25Z,Ranger 1,Ranger,,1,,10,15,8,19,10,13,16,8,Stealth|Investigation|Nature|Insight|Perception|Survival,Lawful Neutral,N,L,Elf,,Dagger|Handaxe|Longbow
f60939,Faction Agent/Outlander,2018-05-28T03:18:20Z,Paladin 4,Paladin,Oath of Ancients,4,Heavy Armor Master,42,19,16,12,14,10,8,17,Athletics|Nature|Religion|Insight|Survival|Persuasion,Neutral Good,G,N,Elf,Fire Bolt*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Command*1,Greatsword|Javelin|Quarterstaff|Whip
ab4bee,Faction Agent/Outlander,2018-06-07T05:27:38Z,Paladin 3,Paladin,Oath of Ancients,3,,39,19,17,14,19,12,16,20,Athletics|Nature|Religion|Insight|Persuasion,Neutral Good,G,N,Half-Elf,Fire Bolt*0|Booming Blade*0|Blade Ward*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Protection from Evil and Good*1|Heroism*1,Longsword|Javelin|Quarterstaff|Greatsword
a84ca6,Faction Agent,2018-06-17T00:10:56Z,Rogue 5|Cleric 3|Ranger 12,Rogue|Cleric|Ranger,Assassin|Grave Domain|Monster Slayer,20,Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant,222,19,14,18,20,14,20,11,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion,,N/A,N/A,Human,Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3,"Rapier|Dagger|Crossbow, Heavy|Crossbow, hand"
ac4177,Noble,2018-08-06T10:34:24Z,Druid 2|Monk 1,Druid|Monk,Circle of the Moon,3,,24,16,7,13,17,14,18,16,History|Medicine|Perception|Survival|Persuasion,,N/A,N/A,Elf,,Quarterstaff
8476e3,Mercenary Veteran,2018-06-07T23:24:30Z,Paladin 5,Paladin,Oath of Devotion,5,,60,18,18,12,14,10,10,14,Athletics|Insight|Medicine|Persuasion,,N/A,N/A,Dragonborn,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword
b55630,Far Traveler,2018-08-21T03:55:25Z,Monk 1,Monk,,1,,9,16,13,17,13,7,16,13,Acrobatics|History|Insight|Perception,,N/A,N/A,Tiefling,,Quarterstaff|Dart|Unarmed Strike
ea7e21,Guild Artisan,2018-07-10T18:10:18Z,Warlock 9,Warlock,The Hexblade,9,Elven Accuracy|Polearm Master,75,13,8,14,16,8,12,18,Arcana|Insight|Perception|Deception|Intimidation|Persuasion,,N/A,N/A,Half-Elf,,"Crossbow, Light|Dagger"
53bb49,Haunted One,2018-07-07T18:35:13Z,Sorcerer 4|Warlock 4,Sorcerer|Warlock,Draconic Bloodline|The Fiend,8,Spell Sniper,96,12,9,8,16,14,14,20,Arcana|Religion|Deception|Persuasion,,N/A,N/A,Dwarf,Chill Touch*0|Frostbite*0|Eldritch Blast*0|Armor of Agathys*1|Hellish Rebuke*1|Shield*1|Witch Bolt*1|Burning Hands*1|Command*1|Blindness/Deafness*2|Cloud of Daggers*2|Knock*2|Misty Step*2|Scorching Ray*2|See Invisibility*2|Suggestion*2,
92f3e2,Hermit,2018-06-16T03:48:50Z,Paladin 9,Paladin,Oath of Ancients,9,Tough,116,20,16,12,16,10,12,16,Athletics|Religion|Insight|Medicine,Neutral Good,G,N,Dwarf,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Revivify*3|Blinding Smite*3|CrusaderÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mantle*3|Dispel Magic*3,Battleaxe|Handaxe
68bf99,Clan Crafter,2018-06-17T23:06:53Z,Warlock 20,Warlock,The Great Old One,20,Actor|War Caster,220,16,12,20,16,14,14,21,Stealth|Arcana|History|Religion|Insight|Deception,,N/A,N/A,Kenku,,"Crossbow, Light|Dagger"
b21eda,Knight,2018-08-17T22:01:44Z,Paladin 3,Paladin,Oath of the Crown,3,,28,16,14,10,14,10,12,15,Athletics|History|Intimidation|Persuasion,,N/A,N/A,Halfling,Command*1|Compelled Duel*1,Longsword|Dagger
8630f0,Acolyte,2018-08-12T20:30:18Z,Cleric 3,Cleric,Grave Domain,3,,16,18,20,16,18,17,18,16,Religion|Insight|Medicine|Persuasion,Lawful Good,G,L,Firbolg,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2,Mace|Dagger|Longsword
ff4000,Criminal,2018-07-31T20:57:49Z,Rogue 8,Rogue,Thief,8,,57,17,10,18,12,9,14,16,Athletics|Acrobatics|Stealth|Perception|Deception|Persuasion,,N/A,N/A,Tiefling,,Dagger|Shortsword|Shortbow
38def9,Soldier,2018-07-26T12:26:32Z,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Athletics|Insight|Intimidation|Persuasion,Chaotic Good,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1,Longsword|Javelin
5528fb,Soldier,2018-07-25T18:32:27Z,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Athletics|Insight|Intimidation|Persuasion,Chaotic Good,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield of Faith*1,Longsword|Javelin
300b28,Knight,2018-06-30T19:39:29Z,Paladin 1,Paladin,,1,Shield Master,13,18,18,14,16,14,16,16,Athletics|Arcana|Religion|Perception|Persuasion,,N/A,N/A,Human,,Longsword|Flail
63d86b,Courtier,2018-06-01T14:50:53Z,Fighter 1|Monk 2,Fighter|Monk,,3,,26,17,8,18,12,11,14,16,Acrobatics|Insight|Perception|Survival|Persuasion,,N/A,N/A,Elf,,"Scimitar|Crossbow, Light|Unarmed Strike"
1bfc2a,Criminal,2018-06-02T16:48:09Z,Warlock 3,Warlock,The Hexblade,3,,24,12,8,13,14,11,12,17,Stealth|Arcana|Deception|Intimidation,,N/A,N/A,Tiefling,,"Crossbow, Light|Dagger"
f41ea9,Outlander,2018-05-25T03:08:31Z,Revised Ranger 2,Revised Ranger,,2,,20,17,17,7,11,14,14,9,Athletics|Nature|Insight|Perception|Survival,Neutral Good,G,N,Tortle,,Quarterstaff|Longbow
555464,Noble,2018-05-24T11:18:01Z,Paladin 2,Paladin,,2,Sentinel,24,18,18,12,15,11,14,16,Athletics|History|Animal Handling|Insight|Persuasion,,N/A,N/A,Human,,Longsword|Javelin
506c25,Outlander,2018-06-22T04:15:23Z,Ranger 1,Ranger,,1,,11,14,13,17,12,10,14,10,Athletics|Stealth|Nature|Insight|Perception|Survival,Chaotic Good,G,C,Elf,,Shortsword|Longbow
2f657a,Outlander,2018-08-17T10:02:50Z,Revised Ranger 1,Revised Ranger,,1,,9,14,12,16,16,10,14,9,Athletics|Nature|Animal Handling|Perception|Survival,Chaotic Neutral,N,C,Human,,Shortsword|Longbow
53a7b8,Haunted One,2018-07-30T19:02:25Z,Bard 3|Warlock 4,Bard|Warlock,College of Swords|The Hexblade,7,Shield Master,24,20,10,15,13,10,10,18,Investigation|Perception|Survival|Deception|Performance|Persuasion,Chaotic Neutral,N,C,Human,Eldritch Blast*0|Friends*0|Prestidigitation*0|Message*0|Vicious Mockery*0|Cure Wounds*1|Disguise Self*1|Healing Word*1|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1|Misty Step*2|Mirror Image*2|Cloud of Daggers*2|Heat Metal*2,Dagger
2ee61b,Urban Bounty Hunter,2018-07-22T16:32:34Z,Rogue 2,Rogue,,2,,19,16,11,20,16,17,17,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception,,N/A,N/A,Halfling,,Shortsword|Shortbow|Dagger
a50a03,Sage,2018-07-22T20:52:55Z,Sorcerer 10,Sorcerer,Shadow Magic,10,Spell Sniper,70,13,8,16,14,12,10,18,Arcana|History|Insight|Perception|Intimidation,,N/A,N/A,Human,Darkness*2,"Crossbow, Light|Dagger"
2ee61b,Urban Bounty Hunter,2018-07-17T03:58:22Z,Rogue 1,Rogue,,1,,11,16,11,20,16,17,17,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception,,N/A,N/A,Halfling,,Shortsword|Shortbow|Dagger
efdb62,Criminal,2018-08-09T14:38:14Z,Fighter 4,Fighter,Champion,4,Durable,48,16,16,16,14,9,12,12,Stealth|Insight|Deception|Intimidation,,N/A,N/A,Human,,Greatsword|Glaive|Handaxe
221034,Courtesan,2018-09-02T18:05:57Z,Bard 5,Bard,College of Lore,5,War Caster,44,20,10,12,14,12,14,16,Acrobatics|Sleight of Hand|Stealth|History|Investigation|Medicine|Perception|Deception|Performance|Persuasion,Chaotic Neutral,N,C,Half-Elf,Prestidigitation*0|True Strike*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|TashaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hideous Laughter*1|Hold Person*2|Invisibility*2|Silence*2|Enemies Abound*3,Whip|Longbow|Longsword
ac676d,Politician,2018-07-01T19:02:07Z,Bard 14|Fighter 1,Bard|Fighter,College of Whispers,15,War Caster|Observant,124,19,10,18,16,12,14,20,Acrobatics|Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion,Neutral Evil,E,N,,Vicious Mockery*0|Minor Illusion*0|Mage Hand*0|Prestidigitation*0|Animal Friendship*1|Comprehend Languages*1|Disguise Self*1|Dissonant Whispers*1|Jump*1|Illusory Script*1|Animal Messenger*2|Detect Thoughts*2|Pyrotechnics*2|Heat Metal*2|Skywrite*2|LeomundÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Tiny Hut*3|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Awaken*5|BigbyÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Hand*5|Modify Memory*5|Teleportation Circle*5|Eyebite*6|Forcecage*7|MordenkainenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Magnificent Mansion*7,"Rapier|Dagger|Crossbow, hand"
641874,Charlatan,2018-06-04T00:14:00Z,Druid 5|Rogue 3,Druid|Rogue,Circle of the Moon|Thief,8,,72,16,9,16,13,8,20,12,Sleight of Hand|Nature|Perception|Deception|Persuasion,,N/A,N/A,Firbolg,,
3add2b,Barbarian Tribe Member,2018-07-28T07:41:39Z,Barbarian 1,Barbarian,,1,,14,17,22,20,15,14,10,3,Athletics|Nature|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Warhammer|Handaxe|Javelin
951bdb,Acolyte,2018-07-28T07:27:04Z,Barbarian 1,Barbarian,,1,,14,16,22,19,15,1,10,16,Athletics|Religion|Insight|Intimidation,,N/A,N/A,Tiefling,,Halberd|Sling|Javelin
767c56,Outlander,2018-07-28T07:22:50Z,Ranger 1,Ranger,,1,,12,17,8,22,9,20,14,10,Athletics|Stealth|Nature|Perception|Survival,Chaotic Good,G,C,Gnome,,Longbow|Shortsword
a0783e,Barbarian Tribe Member,2018-07-28T07:32:16Z,Barbarian 1,Barbarian,,1,,14,14,22,15,15,3,19,10,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Trident|Unarmed Strike|Javelin
d95e29,Guild Artisan,2018-09-10T00:57:50Z,Paladin 6,Paladin,Oath of the Crown,6,,-9,17,18,10,18,9,9,13,Insight|Medicine|Intimidation|Persuasion,,N/A,N/A,Dwarf,Shield of Faith*1|Thunderous Smite*1|Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2,Handaxe|Warhammer|Halberd
5528fb,Criminal,2018-05-28T02:04:24Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Dagger|Sling|Net"
30ba1f,Outlander,2018-06-11T06:18:54Z,Barbarian 3,Barbarian,Path of the Zealot,3,,35,13,16,12,15,8,12,11,Athletics|Stealth|Insight|Survival|Intimidation,Chaotic Good,G,C,Half-Orc,,Greataxe|Javelin|Light hammer|Unarmed Strike
5528fb,Criminal,2018-06-12T08:15:34Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Dagger|Sling|Net"
933570,Inheritor,2018-08-31T04:06:49Z,Fighter 4,Fighter,Samurai,4,Great Weapon Master,48,17,18,20,14,8,9,13,History|Animal Handling|Insight|Perception|Survival,,N/A,N/A,Halfling,,Greatsword|Longbow|Dagger
d9db84,Guild Artisan,2018-07-02T14:31:59Z,Wizard 10,Wizard,School of Conjuration,10,Spell Sniper|Elven Accuracy,42,13,10,16,10,15,14,12,Arcana|Insight|Medicine|Perception|Persuasion,,N/A,N/A,Elf,,Quarterstaff
c8582f,Criminal,2018-06-25T03:07:14Z,Rogue 1,Rogue,,1,,7,15,12,19,9,15,14,8,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,,N/A,N/A,Elf,,Shortsword|Dagger
7ca1e8,Sailor,2018-07-13T02:44:55Z,Bard 6,Bard,College of Swords,6,,26,14,13,10,7,3,9,18,Athletics|Arcana|Medicine|Perception|Intimidation|Performance,,N/A,N/A,Half-Orc,,Shortsword|Dagger
40c29f,Sailor,2018-07-13T02:43:03Z,Paladin 6,Paladin,OathBreaker,6,,40,17,18,8,10,12,11,13,Athletics|Insight|Medicine|Perception,,N/A,N/A,Human,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2,Longsword|Javelin
101447,Sailor,2018-07-13T02:45:54Z,Barbarian 6,Barbarian,Path of the Berserker,6,,58,14,16,14,14,12,10,8,Athletics|Perception|Survival|Intimidation,,N/A,N/A,Kobold,,Greataxe|Handaxe|Javelin
907a99,Sailor,2018-07-13T02:41:11Z,Rogue 6,Rogue,Swashbuckler,6,Dual Wielder,35,15,14,16,10,8,13,15,Athletics|Acrobatics|Stealth|Investigation|Perception|Intimidation,,N/A,N/A,Dragonborn,,Rapier
7bc94b,Hermit,2018-08-17T21:06:17Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,15,13,15,17,16,12,18,Arcana|Religion|Medicine|Persuasion,,N/A,N/A,Tiefling,,"Crossbow, Light|Dagger"
1549e6,Knight,2018-08-12T22:26:23Z,Paladin 16,Paladin,Oath of Devotion,16,,229,18,16,13,18,14,12,14,History|Insight|Intimidation|Persuasion,,N/A,N/A,Human,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4,Javelin
30f9b9,Mercenary Veteran,2018-08-12T22:29:58Z,Barbarian 15,Barbarian,Path of the Berserker,15,,200,15,15,14,17,12,10,14,Athletics|Intimidation|Persuasion,,N/A,N/A,Gnome,,Greataxe|Handaxe|Javelin
7bbf25,Haunted One,2018-08-12T18:30:23Z,Ranger 3|Rogue 8,Ranger|Rogue,Hunter|Assassin,11,,116,16,11,17,15,10,13,14,Stealth|Investigation|Animal Handling|Perception|Survival|Deception,,N/A,N/A,Elf,,Shortsword|Longbow
13fec1,Acolyte,2018-08-12T22:29:08Z,Cleric 10,Cleric,Life Domain,10,,88,18,13,14,14,11,17,14,Religion|Insight|Medicine|Persuasion,,N/A,N/A,Human,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,"Mace|Crossbow, Light"
58683a,Noble,2018-08-12T22:28:04Z,Ranger 16,Ranger,Beast Master,16,,150,16,12,20,14,12,12,14,Stealth|History|Animal Handling|Perception|Survival|Persuasion,,N/A,N/A,Elf,HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Animal Friendship*1|Speak with Animals*1|Cure Wounds*1|Lesser Restoration*2|Pass Without Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing*3|Speak with Plants*3|Conjure Woodland Beings*4|Locate Creature*4,Shortsword|Longbow
e1dc20,Charlatan,2018-06-07T23:44:36Z,Rogue 5,Rogue,Mastermind,5,Observant,40,14,8,16,10,16,13,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,True Neutral,N,N,Half-Elf,,Shortsword|Shortbow|Dagger
0b47da,Noble,2018-05-26T17:54:52Z,Sorcerer 4,Sorcerer,Revised Favored Soul,4,Ritual Caster,22,10,8,10,12,16,13,16,Arcana|History|Deception|Persuasion,Neutral Good,G,N,Tiefling,Mending*0|Spare the Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Bane*1|Suggestion*2|Spiritual Weapon*2,Quarterstaff|Dagger
f2c073,Haunted One,2018-06-10T15:22:04Z,Sorcerer 4,Sorcerer,Draconic Bloodline,4,,30,15,9,14,15,13,10,17,Arcana|Investigation|Survival|Deception|Intimidation|Persuasion,Chaotic Good,G,C,Half-Elf,Fire Bolt*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Minor Illusion*0|Shield*1|Magic Missile*1|DragonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Breath*2|Scorching Ray*2|Hold Person*2,Dagger
9d5fce,Hermit,2018-05-26T19:20:30Z,Druid 10,Druid,Circle of the Moon,10,,80,16,8,16,14,12,20,8,Arcana|Religion|Medicine|Perception|Survival,,N/A,N/A,Elf,,
8719d7,Outlander,2018-05-26T17:38:10Z,Barbarian 10,Barbarian,Path of the Berserker,10,,119,17,20,14,16,8,10,10,Athletics|Nature|Perception|Survival|Intimidation,True Neutral,N,N,Half-Orc,,Greatsword|Shortbow|Javelin
82b4b4,Soldier,2018-05-26T18:37:23Z,Fighter 10,Fighter,Battle Master,10,Great Weapon Master,116,21,20,10,18,10,11,10,Athletics|Perception|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Maul|Handaxe
d6525c,Urchin,2018-08-30T01:02:46Z,Rogue 3,Rogue,Assassin,3,,24,16,11,20,12,13,14,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
423317,Outlander,2018-06-16T18:10:09Z,Monk 5,Monk,Way of the Open Hand,5,Resilient,50,17,8,18,15,8,17,8,Athletics|Acrobatics|Stealth|Perception|Survival,True Neutral,N,N,Human,,Shortsword|Dart|Unarmed Strike
5ed315,Custom,2018-09-09T17:01:00Z,Barbarian 2|Bard 3,Barbarian|Bard,College of Lore,5,,73,20,20,20,20,6,8,13,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival|Intimidation|Performance,,N/A,N/A,Goliath,Friends*0|Light*0|Longstrider*1|Disguise Self*1|Cure Wounds*1|Feather Fall*1|Enhance Ability*2|Silence*2,
ffaeae,Clan Crafter,2018-08-30T18:38:42Z,Monk 6|Cleric 3,Monk|Cleric,Way of the Long Death|Light Domain,9,Dual Wielder,75,18,10,17,16,12,18,8,Acrobatics|History|Religion|Insight|Survival,,N/A,N/A,Tortle,Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2,Unarmed Strike
165b17,Haunted One,2018-08-30T18:38:12Z,Rogue 3|Ranger 3|Bard 3,Rogue|Ranger|Bard,Thief|Gloom Stalker|College of Lore,9,,60,14,11,17,13,14,13,13,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Survival|Deception,,N/A,N/A,Gnome,Disguise Self*1,Rapier|Shortbow|Dagger
a6a545,Charlatan,2018-08-30T18:37:38Z,Druid 9,Druid,Circle of the Shepherd,9,War Caster,66,15,8,14,14,9,20,8,Sleight of Hand|Stealth|Nature|Animal Handling|Deception,,N/A,N/A,Kenku,,Longbow|Dagger
5528fb,Criminal,2018-05-23T21:00:44Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword|Net|Crossbow, Heavy"
ef8353,Entertainer,2018-07-27T02:32:08Z,Warlock 1,Warlock,The Hexblade,1,,8,14,12,16,10,11,10,16,Acrobatics|Stealth|Arcana|Perception|Deception|Performance,,N/A,N/A,Tabaxi,Eldritch Blast*0|Prestidigitation*0|Hellish Rebuke*1|Shield*1,"Crossbow, Light|Dagger|Quarterstaff|Unarmed Strike"
95d4a1,Cloistered Scholar,2018-09-07T09:41:42Z,Wizard 2,Wizard,Lore Mastery,2,Linguist,16,11,8,13,14,17,10,12,Arcana|History|Investigation|Religion,,N/A,N/A,Human,,Quarterstaff
55ae87,Noble,2018-07-25T23:14:15Z,Ranger 6|Rogue 2,Ranger|Rogue,Hunter,8,,66,16,10,18,14,10,14,10,Acrobatics|History|Investigation|Perception|Persuasion,,N/A,N/A,Gnome,Cure Wounds*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Fog Cloud*1,Shortsword|Shortbow
d52eee,Knight,2018-05-28T01:53:51Z,Fighter 5,Fighter,Eldritch Knight,5,Shield Master,44,18,15,14,14,12,9,9,Religion|Insight|Perception|Persuasion,,N/A,N/A,Half-Elf,Lightning Lure*0|Green-Flame Blade*0|Booming Blade*0|Absorb Elements*1|Shield*1|Find Familiar*1|Thunderwave*1,Longsword|Handaxe
86ffcf,Knight,2018-08-30T22:30:51Z,Paladin 1,Paladin,,1,,13,17,15,8,16,8,8,16,Athletics|Religion|Insight|Persuasion,,N/A,N/A,Human,,Longsword|Javelin
214b4a,City Watch,2018-05-26T19:49:17Z,Barbarian 6,Barbarian,Path of the Totem Warrior,6,Shield Master,1,18,18,14,14,8,10,12,Athletics|Sleight of Hand|Perception|Deception|Intimidation,Chaotic Neutral,N,C,Human,,"Warhammer|Javelin|Handaxe|Crossbow, Heavy|Spear"
e6bfb9,Entertainer,2018-06-14T03:12:14Z,Rogue 1,Rogue,,1,,9,16,9,20,13,16,12,13,Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion,,N/A,N/A,Tiefling,,Shortsword|Shortbow|Dagger
75f614,Hermit,2018-05-26T01:57:05Z,Paladin 2,Paladin,,2,,20,17,15,9,14,11,11,16,Athletics|Religion|Insight|Medicine,,N/A,N/A,Tiefling,,Longsword
4d08e4,Mercenary Veteran,2018-08-04T10:14:23Z,Fighter 3,Fighter,Champion,3,,30,16,17,14,14,10,12,8,Athletics|Perception|Intimidation|Persuasion,,N/A,N/A,Goliath,,Maul|Trident|Handaxe
aaad34,Hermit,2018-08-04T10:17:57Z,Druid 3,Druid,Circle of the Moon,3,,27,15,11,15,14,9,16,13,Nature|Religion|Medicine|Survival,,N/A,N/A,Human,,Scimitar
790664,Entertainer,2018-07-23T06:09:46Z,Monk 1,Monk,,1,Mobile,8,13,13,17,10,13,10,12,Athletics|Acrobatics|Stealth|Deception|Performance,,N/A,N/A,Human,,Dagger|Dart|Unarmed Strike
fc67e2,Cloistered Scholar,2018-05-27T10:08:13Z,Cleric 3,Cleric,Forge Domain,3,,24,16,14,11,15,13,9,16,Arcana|History|Insight|Persuasion,,N/A,N/A,Human,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Club
d3f09a,Outlander,2018-09-02T04:09:42Z,Cleric 2,Cleric,Trickery Domain,2,,16,17,12,19,10,10,22,14,Athletics|Religion|Survival|Persuasion,,N/A,N/A,Gnome,Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds*1|Guiding Bolt*1|Command*1,Mace|Shortbow
69af00,Outlander,2018-08-12T00:17:38Z,Paladin 2,Paladin,,2,,26,17,22,15,16,10,12,20,Athletics|Survival|Intimidation|Persuasion,,N/A,N/A,Gnome,Wrathful Smite*1|Detect Magic*1,War pick|Battleaxe|Unarmed Strike
a0783e,Barbarian Tribe Member,2018-08-12T00:11:48Z,Barbarian 2,Barbarian,,2,,28,14,22,15,15,3,19,10,Athletics|Animal Handling|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Unarmed Strike|Javelin|Trident
767c56,Outlander,2018-08-12T00:10:25Z,Ranger 2,Ranger,,2,,21,17,8,22,9,20,14,10,Athletics|Stealth|Nature|Perception|Survival,Chaotic Good,G,C,Gnome,Speak with Animals*1,Longbow|Shortsword
951bdb,Acolyte,2018-08-12T00:15:25Z,Barbarian 2,Barbarian,,2,,28,16,22,19,15,1,10,16,Athletics|Religion|Insight|Intimidation,,N/A,N/A,Tiefling,,Halberd|Sling|Javelin
b9609a,Outlander,2018-08-12T00:22:00Z,Druid 2,Druid,Circle of Dreams,2,,16,15,14,15,10,16,22,10,Athletics|Nature|Animal Handling|Survival,Neutral Good,G,N,Gnome,Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak with Animals*1,
3add2b,Barbarian Tribe Member,2018-08-12T00:20:18Z,Barbarian 2,Barbarian,,2,,28,17,22,20,15,14,10,3,Athletics|Nature|Survival|Intimidation,Chaotic Good,G,C,Dwarf,,Warhammer|Handaxe|Javelin
73696e,Soldier,2018-06-24T06:14:42Z,Barbarian 5,Barbarian,Path of the Berserker,5,,60,14,20,14,15,8,14,14,Athletics|Perception|Survival|Intimidation,,N/A,N/A,Dragonborn,,Greataxe|Greatsword|Spear
345b9f,Hermit,2018-09-09T23:59:38Z,Ranger 1,Ranger,,1,,40,16,6,16,17,15,12,18,Athletics|Acrobatics|Nature|Religion|Animal Handling|Medicine|Survival,,N/A,N/A,Half-Elf,Mending*0|Cure Wounds*1|Healing Word*1|Thunderwave*1,Shortsword|Longbow
dd8b34,Entertainer,2018-09-10T00:03:52Z,Sorcerer 3,Sorcerer,Wild Magic,3,,24,6,7,3,17,15,16,18,Acrobatics|Arcana|Performance|Persuasion,Chaotic Good,G,C,Gnome,,"Crossbow, Light|Dagger"
